sample_id,variable,class_label,probability,known_label,predicted_label,split
NCI-H1437,Erlotinib,,,,0.060949984937906265,train
TUHR4TKB,Erlotinib,,,,0.06825496256351471,train
IST-Mes1,Erlotinib,,,0.0301124999999999,0.026020118966698647,train
Caki-2,Erlotinib,,,0.125034952948368,0.03870464861392975,train
SH-4,Erlotinib,,,,0.055692680180072784,train
MDA-MB-361,Erlotinib,,,,0.0573795847594738,train
JHOM-2B,Erlotinib,,,,0.02930711954832077,train
U-118MG,Erlotinib,,,0.0070533201869107,0.09973481297492981,train
HPB-ALL,Erlotinib,,,,0.041885584592819214,train
CW-2,Erlotinib,,,,0.020415427163243294,train
S-117,Erlotinib,,,,0.056378476321697235,train
HCC15,Erlotinib,,,0.027726216792311,0.029099425300955772,train
Hs 172.T,Erlotinib,,,,0.11035002768039703,train
KYSE-180,Erlotinib,,,0.202348591328392,0.2082636058330536,train
SW780,Erlotinib,,,0.122386456001102,0.09973688423633575,train
SNU-C4,Erlotinib,,,,0.08552698791027069,train
KMS-27,Erlotinib,,,,0.03737477585673332,train
NCI-H1048,Erlotinib,,,0.031623024411141,0.1348375529050827,train
IPC-298,Erlotinib,,,0.0528985627972757,0.04056286811828613,train
U-937,Erlotinib,,,0.0519285040835947,0.04599028453230858,train
OCI-M1,Erlotinib,,,,0.037300001829862595,train
Hs 739.T,Erlotinib,,,0.0,0.08924920856952667,train
Hs 888.T,Erlotinib,,,,0.14345256984233856,train
HCC2279,Erlotinib,,,,0.04330135136842728,train
NCI-H2228,Erlotinib,,,0.111220297000768,0.10194586217403412,train
Panc 05.04,Erlotinib,,,,0.06664805859327316,train
L-363,Erlotinib,,,0.0300418768691312,0.0334712490439415,train
HCC1438,Erlotinib,,,,0.09500981867313385,train
KP-3,Erlotinib,,,0.0353438466747756,0.01034125778824091,train
NCI-H2172,Erlotinib,,,,0.04082488641142845,train
M-07e,Erlotinib,,,,0.0506933256983757,train
COV644,Erlotinib,,,,0.07632873207330704,train
DMS 454,Erlotinib,,,,0.013277336023747921,train
EBC-1,Erlotinib,,,0.0454726012161155,0.0720246434211731,train
CL-34,Erlotinib,,,,0.014219211414456367,train
MEC-2,Erlotinib,,,,0.03926994651556015,train
Hs 343.T,Erlotinib,,,,0.11507067084312439,train
AMO1,Erlotinib,,,0.0405618113899816,0.03408214822411537,train
WM88,Erlotinib,,,0.0046589396475744,0.041458047926425934,train
8-MG-BA,Erlotinib,,,0.0742306712571944,0.042145099490880966,train
RCC4,Erlotinib,,,,0.06710415333509445,train
RL95-2,Erlotinib,,,0.217167068821168,0.2173004299402237,train
A2780,Erlotinib,,,0.0182631271735792,0.010179957374930382,train
MDA-MB-468,Erlotinib,,,0.218491474374488,0.13887633383274078,train
MHH-CALL-2,Erlotinib,,,,0.05520746111869812,train
MOG-G-CCM,Erlotinib,,,0.0,0.020648110657930374,train
KMBC-2,Erlotinib,,,0.0160264888319069,0.0026742606423795223,train
G-361,Erlotinib,,,0.078325331356097,0.07650378346443176,train
NCI-H650,Erlotinib,,,0.0050111947642401,0.017845934256911278,train
DND-41,Erlotinib,,,,0.05344223976135254,train
THP-1,Erlotinib,,,,0.0435570627450943,train
LC-1/sq-SF,Erlotinib,,,0.115469678393687,0.13195262849330902,train
RERF-LC-MS,Erlotinib,,,0.0,0.0240566935390234,train
Hs 936.T,Erlotinib,,,0.0146312556470704,0.05391053855419159,train
OVCAR-4,Erlotinib,,,0.0890468689794294,0.0670531764626503,train
KP-4,Erlotinib,,,0.0227589220206098,0.011761109344661236,train
U-138MG,Erlotinib,,,,0.07610642164945602,train
639V,Erlotinib,,,,0.03273304924368858,train
NCI-H2009,Erlotinib,,,0.0812374464357929,0.08132518827915192,train
PrEC LH,Erlotinib,,,,0.0037828723434358835,train
SNU-1066,Erlotinib,,,,0.035118553787469864,train
KMS-12-BM,Erlotinib,,,0.0,0.021155528724193573,train
8505C,Erlotinib,,,0.0308762725344076,0.03331410512328148,train
Mel Ho,Erlotinib,,,0.0213248501074773,0.05838892236351967,train
Panc 10.05,Erlotinib,,,0.0565475629518381,0.008445484563708305,train
COLO 741,Erlotinib,,,0.105133052270533,0.08432473987340927,train
JVM-2,Erlotinib,,,,0.03912269324064255,train
UACC-62,Erlotinib,,,0.105319665408293,0.12383994460105896,train
MJ,Erlotinib,,,0.0,0.012646161019802094,train
SNU-1033,Erlotinib,,,,0.0025807416532188654,train
WM1799,Erlotinib,,,0.0431675041314747,0.07860564440488815,train
SH-SY5Y,Erlotinib,,,,-0.000634094700217247,train
MM1.S,Erlotinib,,,,0.035985611379146576,train
HDQ-P1,Erlotinib,,,0.204718307811704,0.14217698574066162,train
SNU-1197,Erlotinib,,,,0.042366378009319305,train
SU.86.86,Erlotinib,,,0.0552695916589043,0.015144653618335724,train
VMRC-LCD,Erlotinib,,,9.30474122692297e-16,0.005699232220649719,train
143B,Erlotinib,,,,0.0511905811727047,train
Hs 751.T,Erlotinib,,,,0.07742925733327866,train
KMRC-3,Erlotinib,,,,0.04194653406739235,train
MKN7,Erlotinib,,,0.0105335504075689,0.006152623798698187,train
SK-RC-31,Erlotinib,,,,-0.004970872309058905,train
KM-H2,Erlotinib,,,,0.015090268105268478,train
SW403,Erlotinib,,,0.122852776007857,0.04498763382434845,train
DLD-1,Erlotinib,,,,0.05610215291380882,train
VCaP,Erlotinib,,,,0.03152844309806824,train
F-36P,Erlotinib,,,0.0167801670068449,-0.021476421505212784,train
BT-20,Erlotinib,,,0.135831213554948,0.11174190789461136,train
LS411N,Erlotinib,,,0.0119201349143826,0.006808033213019371,train
RVH-421,Erlotinib,,,0.0070321023866841,0.04070271924138069,train
UACC-257,Erlotinib,,,0.0049737474990444,0.05826333165168762,train
OVCAR-3,Erlotinib,,,0.144301376051329,0.13388121128082275,train
BFTC-909,Erlotinib,,,0.0269900860312162,0.02962515503168106,train
KPL-1,Erlotinib,,,,0.12524518370628357,train
CPC-N,Erlotinib,,,,-0.04330222308635712,train
LCLC-103H,Erlotinib,,,0.0185216437044789,0.0922328382730484,train
LN-443,Erlotinib,,,,0.06862405687570572,train
TT2609-C02,Erlotinib,,,0.0764294419818976,0.0685805156826973,train
RPMI-8402,Erlotinib,,,0.0186080498394879,0.031254835426807404,train
SNU-119,Erlotinib,,,,0.09209144860506058,train
NCI-H2291,Erlotinib,,,,0.09348252415657043,train
Hs 742.T,Erlotinib,,,,0.08733603358268738,train
MeWo,Erlotinib,,,0.0,0.04091890901327133,train
MEC-1,Erlotinib,,,0.0084801269519308,0.05140009522438049,train
SNU-1272,Erlotinib,,,,0.07196805626153946,train
MEG-01,Erlotinib,,,0.0118702428342499,-0.022962629795074463,train
CAL-85-1,Erlotinib,,,0.285999109686882,0.09380774199962616,train
NCI-H1755,Erlotinib,,,,0.023649603128433228,train
PE/CA-PJ41 (clone D2),Erlotinib,,,,0.10394105315208435,train
HCC1897,Erlotinib,,,,0.10915400087833405,train
TE-9,Erlotinib,,,0.0809057812802422,0.041421402245759964,train
UM-RC-6,Erlotinib,,,,0.06470640748739243,train
CH-157MN,Erlotinib,,,,0.04679912328720093,train
NCI-H23,Erlotinib,,,0.0122367471885851,0.05622578412294388,train
T-47D,Erlotinib,,,0.0661278856063201,0.0771586149930954,train
SNU-245,Erlotinib,,,,0.06261137872934341,train
TCC-PAN2,Erlotinib,,,,-0.0176747627556324,train
HTK-,Erlotinib,,,,0.0407579205930233,train
SLR25,Erlotinib,,,,0.009282618761062622,train
SNU-175,Erlotinib,,,,0.034032050520181656,train
MFE-280,Erlotinib,,,0.122081595813216,0.12944574654102325,train
U-343MGa,Erlotinib,,,,0.08654984086751938,train
REC-1,Erlotinib,,,,0.02935430034995079,train
SW1710,Erlotinib,,,,0.04795379564166069,train
KE-37,Erlotinib,,,,0.04022196680307388,train
COLO 783,Erlotinib,,,,0.06901195645332336,train
T3M-4,Erlotinib,,,,0.0032858755439519882,train
OCUM-1,Erlotinib,,,0.0,0.07974018901586533,train
SNU-201,Erlotinib,,,,0.07002031058073044,train
YD-38,Erlotinib,,,,0.09457255154848099,train
COLO 829,Erlotinib,,,,0.09241225570440292,train
MKN1,Erlotinib,,,,0.043415531516075134,train
NCI-H1792,Erlotinib,,,0.0354342546126242,0.05126924812793732,train
KCL-22,Erlotinib,,,0.045496630596638,0.04523175209760666,train
OC 314,Erlotinib,,,0.0414152166324963,0.022568391636013985,train
RT-112,Erlotinib,,,0.0563652566288176,0.02828150801360607,train
NCI-H1963,Erlotinib,,,,0.04830770939588547,train
NCI-H661,Erlotinib,,,0.0029913890869735,0.008027340285480022,train
HEC-108,Erlotinib,,,,0.07246626913547516,train
Ri-1,Erlotinib,,,,0.005805999040603638,train
JL-1,Erlotinib,,,,0.07506780326366425,train
NCI-H1930,Erlotinib,,,,0.025005606934428215,train
Panc 08.13,Erlotinib,,,,0.03631600737571716,train
JHUEM-1,Erlotinib,,,,0.08524949103593826,train
HK-2 [Human kidney],Erlotinib,,,,0.018867071717977524,train
JJN-3,Erlotinib,,,,0.00795271247625351,train
HCC1419,Erlotinib,,,,0.0772884339094162,train
NCI-H2029,Erlotinib,,,,0.028242774307727814,train
KU-19-19,Erlotinib,,,,0.1514456868171692,train
ONS-76,Erlotinib,,,0.0214716122271844,0.017065804451704025,train
OCI-AML-2,Erlotinib,,,0.0296574900079058,0.03976621478796005,train
Hs 940.T,Erlotinib,,,,0.10707374662160873,train
NCI-H211,Erlotinib,,,0.0,0.08201160281896591,train
SCaBER,Erlotinib,,,0.25850831113567,0.18048781156539917,train
Hs 281.T,Erlotinib,,,,0.11136980354785919,train
A-204,Erlotinib,,,0.0132449010203385,0.021054120734333992,train
CHP-126,Erlotinib,,,,-0.0076602064073085785,train
NCI-H1915,Erlotinib,,,0.0466802928699457,0.02133435383439064,train
CCK-81,Erlotinib,,,0.207388862765003,0.13322368264198303,train
TE-11,Erlotinib,,,0.256996908787732,0.17731162905693054,train
SK-OV-3,Erlotinib,,,0.0792475338990637,0.05596499145030975,train
KMS-34,Erlotinib,,,0.0064564022136489,0.03715386614203453,train
NCI-N87,Erlotinib,,,0.0916116474473374,0.06387162208557129,train
MHH-NB-11,Erlotinib,,,,-0.007658228278160095,train
SK-BR-3,Erlotinib,,,0.0598540720517569,0.022540749981999397,train
BICR 31,Erlotinib,,,,0.061577826738357544,train
GP2d,Erlotinib,,,,0.08040432631969452,train
SBC-5,Erlotinib,,,0.0039550034889971,0.06696794927120209,train
SHP-77,Erlotinib,,,0.0,0.014744378626346588,train
SK-LU-1,Erlotinib,,,0.0401425137728223,0.03125259280204773,train
NCI-H1869,Erlotinib,,,0.152424158416781,0.13448959589004517,train
HT-144,Erlotinib,,,0.0572195858802345,0.06110800430178642,train
TF-1,Erlotinib,,,,0.0019498945912346244,train
DMS 114,Erlotinib,,,0.0,0.015993991866707802,train
HCC1569,Erlotinib,,,0.0068813097414282,0.023955758661031723,train
LoVo,Erlotinib,,,,0.030535319820046425,train
TE-5,Erlotinib,,,0.026737511299685,0.03302579000592232,train
U2OS,Erlotinib,,,0.0449365561233068,0.06513022631406784,train
HT115,Erlotinib,,,,0.003071566578000784,train
SW1088,Erlotinib,,,0.0501817048387286,0.04227423295378685,train
BT-549,Erlotinib,,,0.0195656376392978,0.05067754536867142,train
SK-MM-2,Erlotinib,,,0.174156172063407,0.08222072571516037,train
LNCaP clone FGC,Erlotinib,,,,0.04504680633544922,train
BICR 22,Erlotinib,,,,0.044217780232429504,train
KMS-18,Erlotinib,,,,0.06014701724052429,train
A-704,Erlotinib,,,,0.03249156102538109,train
NCI-H1092,Erlotinib,,,0.0,0.017944492399692535,train
OCI-AML-5,Erlotinib,,,0.0410195798759189,0.03953670337796211,train
GSU,Erlotinib,,,,0.034202661365270615,train
BxPC-3,Erlotinib,,,0.11221767317599,0.07827550917863846,train
GCT,Erlotinib,,,0.0297500574669204,0.02756667695939541,train
KYO-1,Erlotinib,,,,-0.07230068743228912,train
KYSE-520,Erlotinib,,,0.185508738558247,0.15103764832019806,train
SK-N-AS,Erlotinib,,,0.0127704422972367,0.03127947822213173,train
SK-RC-20,Erlotinib,,,,0.009601294063031673,train
P12-Ichikawa,Erlotinib,,,0.0423395601743679,0.035783808678388596,train
HCC70,Erlotinib,,,0.0882811990466099,0.05196010693907738,train
BT-474,Erlotinib,,,0.0537926082643491,0.07716991752386093,train
Evsa-T,Erlotinib,,,,0.015331492759287357,train
CL-11,Erlotinib,,,,-0.0007848504465073347,train
NCI-H2452,Erlotinib,,,0.0782546305703664,0.026524784043431282,train
MDST8,Erlotinib,,,,0.046948302537202835,train
CGTH-W-1,Erlotinib,,,,0.08067332208156586,train
MDA-PCa-2b,Erlotinib,,,,0.06127159669995308,train
MDA-MB-453,Erlotinib,,,0.0290113401400771,0.009260263293981552,train
SCLC-21H,Erlotinib,,,,-0.027364544570446014,train
HCT 116,Erlotinib,,,0.0291910516115331,0.015533914789557457,train
SK-MEL-5,Erlotinib,,,0.0558275988840162,0.08351045846939087,train
NCI-H226,Erlotinib,,,0.0059545026920058,-0.005635313224047422,train
KYSE-450,Erlotinib,,,0.208821358045585,0.1880335658788681,train
HCC1588,Erlotinib,,,,0.061827585101127625,train
KNS-42,Erlotinib,,,0.0,0.04036618769168854,train
TE-1,Erlotinib,,,0.0982104210622835,0.07452428340911865,train
ZR-75-1,Erlotinib,,,0.113728781027,0.11722811311483383,train
EFM-19,Erlotinib,,,0.0049819041613393,-0.0061388383619487286,train
Mino,Erlotinib,,,0.123214185346362,0.055515188723802567,train
SK-HEP-1,Erlotinib,,,0.0225654593824648,0.020375080406665802,train
CA46,Erlotinib,,,,-0.0033477619290351868,train
Panc 03.27,Erlotinib,,,0.0627539316471438,0.037803277373313904,train
JHOS-2,Erlotinib,,,0.0096661428907013,0.008832192979753017,train
A-375,Erlotinib,,,0.0345979103829177,0.03483481705188751,train
HCC1500,Erlotinib,,,,0.09477928280830383,train
UM-UC-1,Erlotinib,,,,0.04469810053706169,train
GI-1,Erlotinib,,,0.0218896481720671,0.03619616851210594,train
HCC202,Erlotinib,,,,0.06442718207836151,train
MOTN-1,Erlotinib,,,,0.01080343872308731,train
UT-7,Erlotinib,,,,0.025894463062286377,train
SNU-1079,Erlotinib,,,,0.08807624131441116,train
CAL-62,Erlotinib,,,,0.055427033454179764,train
Daoy,Erlotinib,,,0.033018722300065,0.06300721317529678,train
Namalwa,Erlotinib,,,,0.02544383704662323,train
NCI-H1693,Erlotinib,,,0.196446584599643,0.21057626605033875,train
PC-3,Erlotinib,,,0.0519043608550188,0.06727059930562973,train
NCI-H810,Erlotinib,,,0.0,-0.014663949608802795,train
Hs 683,Erlotinib,,,0.0118898423501595,0.07872504740953445,train
SNU-449,Erlotinib,,,0.0585179792211455,0.040585823357105255,train
NCI-H520,Erlotinib,,,0.0,0.01868344657123089,train
RPMI-7951,Erlotinib,,,0.0109625104648995,0.055072199553251266,train
UM-RC-2,Erlotinib,,,,0.11638817191123962,train
TUHR10TKB,Erlotinib,,,,0.04213685542345047,train
NCI-H1568,Erlotinib,,,0.192524369049532,0.21499332785606384,train
COR-L24,Erlotinib,,,,-0.04618002101778984,train
Jurkat E6.1,Erlotinib,,,0.0802025941135735,0.025772366672754288,train
SK-N-BE(2),Erlotinib,,,0.0084039392609817,-0.00012759421952068806,train
HEY A8,Erlotinib,,,0.0154558399513439,0.02781255543231964,train
DU145,Erlotinib,,,0.135598200817881,0.11418625712394714,train
SNU-423,Erlotinib,,,0.0353444847840811,0.03927532956004143,train
TT,Erlotinib,,,,-0.01344104204326868,train
IGR-1,Erlotinib,,,,0.03302614390850067,train
BICR 6,Erlotinib,,,,0.05610773339867592,train
NCI-H1373,Erlotinib,,,0.0471664690357,0.028043236583471298,train
NCI-H1623,Erlotinib,,,,0.1704377979040146,train
SW900,Erlotinib,,,0.0325738478208323,0.028378572314977646,train
Raji,Erlotinib,,,0.0,-0.0038368292152881622,train
RCH-ACV,Erlotinib,,,,0.05658204108476639,train
TE-14,Erlotinib,,,,0.08902985602617264,train
MES-SA,Erlotinib,,,0.0021052305869831,0.04990603029727936,train
ML-1 [Human thyroid carcinoma],Erlotinib,,,,0.0732983723282814,train
COR-L88,Erlotinib,,,,0.023502761498093605,train
HLF-a,Erlotinib,,,,0.11236528307199478,train
NCI-H2087,Erlotinib,,,0.0773694104553063,0.1034192368388176,train
Hs 611.T,Erlotinib,,,,0.00990351289510727,train
TE 159.T,Erlotinib,,,,0.10218940675258636,train
MHH-ES-1,Erlotinib,,,0.0877176325400873,0.016082508489489555,train
Rh18,Erlotinib,,,,0.09203489124774933,train
EFO-27,Erlotinib,,,0.161534838593571,0.14867530763149261,train
NUGC-4,Erlotinib,,,0.354495435721132,0.29726651310920715,train
RERF-LC-KJ,Erlotinib,,,,0.1010439470410347,train
BL-70,Erlotinib,,,0.0071939968305693,-0.0038568638265132904,train
SNU-1040,Erlotinib,,,,0.04069528728723526,train
Hs 616.T,Erlotinib,,,,0.0976773202419281,train
TE-4,Erlotinib,,,,0.18460725247859955,train
KP-N-YN,Erlotinib,,,,0.003972215577960014,train
SNU-1214,Erlotinib,,,,0.09229365736246109,train
SK-MEL-30,Erlotinib,,,0.0053500624689049,0.03644219785928726,train
SNU-324,Erlotinib,,,,0.13529549539089203,train
SNU-869,Erlotinib,,,,-0.013239959254860878,train
Hs 706.T,Erlotinib,,,,0.07651688903570175,train
NCI-H1703,Erlotinib,,,0.0569925607990749,0.07392917573451996,train
CML-T1,Erlotinib,,,,0.03510485589504242,train
SW480,Erlotinib,,,0.020401477901209,0.005379907786846161,train
LN-340,Erlotinib,,,,0.08946007490158081,train
A101D,Erlotinib,,,,0.059367142617702484,train
COR-L23,Erlotinib,,,0.0096508432450326,0.04128109663724899,train
SW1271,Erlotinib,,,0.0170029385810013,0.02873142808675766,train
Hs 934.T,Erlotinib,,,,0.11431585252285004,train
PSN1,Erlotinib,,,0.0351598954778951,0.009824123233556747,train
MDA-MB-157,Erlotinib,,,0.0606864748104388,0.09353727102279663,train
HMCB,Erlotinib,,,0.117314520850036,0.10568609088659286,train
IGROV-1,Erlotinib,,,0.1451892846298,0.1166277602314949,train
HLF,Erlotinib,,,0.0197482195163892,0.054385632276535034,train
Hs 895.T,Erlotinib,,,0.0401884287247958,0.1084679514169693,train
COR-L311,Erlotinib,,,,-0.03949427232146263,train
L-428,Erlotinib,,,0.0127463840076556,0.029427459463477135,train
HCC827 GR5,Erlotinib,,,,0.18271289765834808,train
Hep 3B2.1-7,Erlotinib,,,0.0,0.01839025504887104,train
MOLT-16,Erlotinib,,,0.0455364466552918,0.046448759734630585,train
C2BBe1,Erlotinib,,,0.159842685884974,0.057386621832847595,train
DoHH2,Erlotinib,,,0.0,0.007473364472389221,train
HuT 78,Erlotinib,,,0.0,0.0148225799202919,train
Kuramochi,Erlotinib,,,0.0934454016671447,0.06353887915611267,train
23132/87,Erlotinib,,,,0.07376628369092941,train
NCI-H2106,Erlotinib,,,,-0.054911185055971146,train
NCI-H596,Erlotinib,,,,0.09280038625001907,train
OUMS-23,Erlotinib,,,,0.06717534363269806,train
